FORENAME/NAME/COUNTRY/BIRTH_DATE/GUEST_ANIMAL_ALLERGY/HOST_HAS_ANIMAL/GUEST_FOOD_CONSTRAINT/HOST_FOOD/HOBBIES/GENDER/PAIR_GENDER/HISTORY
Clara/LEFEVRE/FRANCE/2009-10-08/oui/non/sans gluten/sans gluten/equitation,voyage/femme/homme/other
Jeanne/PERRIN/FRANCE/2008-02-15/non/non/sans gluten/sans gluten/voyage,lecture/femme/homme/other
Manon/FOURNIER/FRANCE/2008-03-22/oui/non/vegetarien/vegetarien/musique,danse/femme/femme/other
Adrien/MARTIN/FRANCE/2009-07-11/non/oui//vegetarien/sport,jeux video/homme/femme/same
Tom/GIRAUD/FRANCE/2009-04-28/non/oui//sans lactose/football,cinema/homme/femme/same
Ethan/MOREAU/FRANCE/2010-11-14/non/non//sans gluten/technologie,jeux video/homme/homme/same
Arthur/FAURE/FRANCE/2006-11-20/non/oui//sans gluten/musique,sport/homme/femme/same
Zoé/MATHIEU/FRANCE/2009-03-17/oui/non/vegetalien/vegetarien/danse,lecture/femme/homme/other
Eva/DUPONT/FRANCE/2006-06-03/non/non/vegetarien/sans lactose/yoga,cuisine/femme/homme/other
Camille/BLANC/FRANCE/2007-05-17/non/non/vegetarien/vegetalien/cuisine,lecture/femme/homme/other
Julie/RIVERE/FRANCE/2006-07-09/oui/non/sans arachides/sans arachides/dessin,musique/femme/femme/other
Beatrice/GALLO/ITALIE/2008-09-09/non/oui//vegetarien/danse,musique/femme/homme/same
Gabriele/MARINO/ITALIE/2010-04-06/oui/non/sans gluten/sans noix/cinema,histoire/homme/homme/other
Alessandro/FERRARI/ITALIE/2007-07-19/non/non//sans noix/football,lecture/homme/femme/other
Chiara/BIANCHI/ITALIE/2008-01-07/oui/non/sans noix/sans noix/musique,peinture/femme/homme/other
Giulia/VERDI/ITALIE/2009-08-16/non/oui//vegetarien/danse,lecture/femme/femme/same
Marco/CONTI/ITALIE/2010-02-03/non/non//sans noix/jeux video,culture/homme/femme/same
Malo/RAUX/ITALIE/2007-04-29/non/non/vegetarien/sans noix/sport,lecture/homme/femme/other
Sofia/RICCI/ITALIE/2009-02-25/oui/non/sans gluten/vegetarien/peinture,ecriture/femme/femme/other
Giada/MORETTI/ITALIE/2008-03-10/non/non/sans lactose/sans lactose/voyage,cuisine/femme/homme/other
Lorenzo/RUSSO/ITALIE/2007-05-22/oui/non/vegetarien/vegetarien/sport,musique/homme/femme/other
Elena/ROMANO/ITALIE/2006-11-01/non/oui//sans gluten/lecture,dessin/femme/femme/same
Davide/GRECO/ITALIE/2009-07-07/non/non//sans arachides/jeux video,technologie/homme/homme/other
Sofia/COSTA/ITALIE/2010-01-20/oui/non/sans noix/sans noix/danse,musique/femme/homme/other
Matteo/GALLI/ITALIE/2007-08-15/non/oui//vegetarien/football,cinema/homme/femme/same
Camilla/FONTANA/ITALIE/2008-02-28/non/non/sans gluten/sans gluten/cuisine,lecture/femme/femme/other
Niccolo/SANTORO/ITALIE/2009-09-05/oui/non/vegetalien/vegetalien/jeux de société,histoire/homme/homme/other
Martina/RIZZO/ITALIE/2006-04-12/non/non/sans lactose/sans lactose/yoga,peinture/femme/homme/other
Andrea/MARINI/ITALIE/2010-10-18/non/non//vegetarien/sport,voyage/homme/femme/other
Alessia/CONTI/ITALIE/2007-06-03/oui/non/sans arachides/sans arachides/musique,danse/femme/femme/other
Giovanni/FERRI/ITALIE/2008-12-09/non/oui//sans noix/technologie,cinema/homme/femme/same
Sara/SORRENTINO/ITALIE/2009-05-01/non/non/vegetarien/vegetarien/dessin,lecture/femme/homme/other
Francesco/BALDI/ITALIE/2006-07-25/oui/non/sans gluten/sans gluten/cuisine,photographie/homme/homme/other
Angela/SALERNO/ITALIE/2010-03-05/non/non/sans noix/sans noix/mode,design/femme/femme/other
Pietro/RICCIARDI/ITALIE/2007-09-11/non/oui//vegetarien/sport,lecture/homme/femme/same
Valeria/ESPOSITO/ITALIE/2008-01-30/oui/non/vegetalien/vegetarien/lecture,ecriture/femme/homme/other
Daniele/RUSSO/ITALIE/2009-04-22/non/non//sans lactose/football,jeux video/homme/homme/other
Eleonora/DE LUCA/ITALIE/2006-11-19/non/oui//sans gluten/musique,art/femme/femme/same
Riccardo/MANCINI/ITALIE/2010-06-10/oui/non/vegetarien/vegetalien/cinema,lecture/homme/femme/other
Greta/BARONE/ITALIE/2007-08-04/non/non/sans arachides/sans arachides/equitation,voyage/femme/homme/other
Leonardo/CAPUTO/ITALIE/2008-05-16/oui/non/sans noix/vegetarien/jeux video,technologie/homme/homme/same
